nucleic_acid_nucleoside_or_nucleotide	complicates	indicator_reagent_or_diagnostic_aid
natural_phenomenon_or_process	interacts_with	natural_phenomenon_or_process
nucleic_acid_nucleoside_or_nucleotide	interacts_with	idea_or_concept
neuroreactive_substance_or_biogenic_amine	causes	phenomenon_or_process
body_part_organ_or_organ_component	result_of	nucleic_acid_nucleoside_or_nucleotide
body_part_organ_or_organ_component	produces	fully_formed_anatomical_structure
nucleic_acid_nucleoside_or_nucleotide	process_of	machine_activity
neuroreactive_substance_or_biogenic_amine	result_of	group_attribute
nucleic_acid_nucleoside_or_nucleotide	issue_in	substance
neuroreactive_substance_or_biogenic_amine	contains	biomedical_or_dental_material
nucleic_acid_nucleoside_or_nucleotide	complicates	drug_delivery_device
nucleic_acid_nucleoside_or_nucleotide	process_of	gene_or_genome
health_care_related_organization	process_of	biomedical_occupation_or_discipline
nucleic_acid_nucleoside_or_nucleotide	result_of	organism_attribute
body_part_organ_or_organ_component	manifestation_of	environmental_effect_of_humans
neuroreactive_substance_or_biogenic_amine	isa	regulation_or_law
self_help_or_relief_organization	isa	environmental_effect_of_humans
clinical_drug	treats	natural_phenomenon_or_process
phenomenon_or_process	affects	environmental_effect_of_humans
neuroreactive_substance_or_biogenic_amine	evaluation_of	indicator_reagent_or_diagnostic_aid
therapeutic_or_preventive_procedure	disrupts	population_group
nucleic_acid_nucleoside_or_nucleotide	issue_in	inorganic_chemical
nucleic_acid_nucleoside_or_nucleotide	causes	manufactured_object
natural_phenomenon_or_process	part_of	body_system
body_part_organ_or_organ_component	interacts_with	carbohydrate
idea_or_concept	result_of	mental_or_behavioral_dysfunction
human_caused_phenomenon_or_process	degree_of	indicator_reagent_or_diagnostic_aid
amino_acid_peptide_or_protein	causes	natural_phenomenon_or_process
natural_phenomenon_or_process	measurement_of	phenomenon_or_process
body_part_organ_or_organ_component	interacts_with	patient_or_disabled_group
human_caused_phenomenon_or_process	complicates	molecular_biology_research_technique
body_part_organ_or_organ_component	prevents	amino_acid_peptide_or_protein
human_caused_phenomenon_or_process	causes	natural_phenomenon_or_process
laboratory_or_test_result	process_of	daily_or_recreational_activity
physical_object	treats	hazardous_or_poisonous_substance
mental_or_behavioral_dysfunction	result_of	amphibian
body_part_organ_or_organ_component	causes	fully_formed_anatomical_structure
indicator_reagent_or_diagnostic_aid	affects	indicator_reagent_or_diagnostic_aid
body_part_organ_or_organ_component	result_of	intellectual_product
neuroreactive_substance_or_biogenic_amine	produces	fully_formed_anatomical_structure
